pair_name,difference_vector,first_caption,second_caption
809_I.jpg,[6 -2 0 0 0 3 -1],As shown here <COMMA> the iris colors shown do not look the same .,These eyelids and iris colors are too different .
810_I.jpg,[-3 1 1 0 0 -3 0],As shown here <COMMA> the iris colors and spots do not look the same .,These subjects have contrasting irises .
811_I.jpg,[-3 -1 1 -1 0 -2 0],These skin colors and are just too different .,As shown here <COMMA> the skins and irises are vastly distinct .
812_I.jpg,[-5 2 1 0 -3 2 0],These iris colors and skin textures are too different .,It would appear that the skin textures and iris colors do not match .
813_I.jpg,[-3 0 0 1 -2 -3 -1],Evidently <COMMA> the eyelids and irises look different here .,These eyelids and irises look different .
814_I.jpg,[3 -2 1 1 2 3 1],There seem to be many differences in the skins and eyebrows here .,Evidently <COMMA> the skins <COMMA> irises and eyebrows do not look equal .
815_I.jpg,[4 2 -1 -1 -2 3 1],These skins have many differences .,Evidently <COMMA> the iris colors are simply not shared .
816_I.jpg,[0 0 0 -1 0 3 0],These spots do not look the same .,Evidently <COMMA> the spots are not shared by these subjects .
817_I.jpg,[0 -3 0 0 0 0 0],These eyebrow distributions are clearly not the same .,These eyebrow distributions do not look equal .
818_I.jpg,[-2 1 -1 -2 2 0 0],Evidently <COMMA> the skin colors are not the same here .,These skins have different colors and textures .
819_I.jpg,[-3 0 1 0 2 0 -1],Evidently <COMMA> the iris colors and eyelid shapes clearly differ here .,Evidently <COMMA> the iris colors and eyelid shapes are just too different here .
820_I.jpg,[-1 -3 0 0 3 -3 0],These skins do not share textures and spots .,Evidently <COMMA> the skin textures and spots are clearly different .
821_I.jpg,[5 1 0 1 0 -2 1],Evidently <COMMA> the iris colors are not shared here .,These iris colors and eyebrow distributions are not the same .
822_I.jpg,[2 -3 -1 0 3 3 0],Evidently <COMMA> the skins and eyebrows show great differences .,These subjects differ immensely in the eyebrows and skin textures .
823_I.jpg,[-4 1 1 1 2 0 -1],The iris colors are not the same <COMMA> clearly .,These iris colors are too different .
824_I.jpg,[-3 0 -1 -1 0 -3 0],It would appear that the irises and skins do not match .,These subjects have contrasting irises and spots .
825_I.jpg,[-3 0 0 1 0 2 0],Evidently <COMMA> the iris colors are just not the same here .,The subjects shown do not share iris colors <COMMA> clearly .
826_I.jpg,[6 -1 1 0 0 -2 0],These iris colors are just too different .,Evidently <COMMA> the iris colors and eyebrow distributions show many disparities .
827_I.jpg,[-1 -3 3 -1 1 0 0],These eyebrows and eyelid shapes are too different .,Evidently <COMMA> the skins <COMMA> eyelids and eyebrows are completely different here .
828_I.jpg,[0 1 1 2 0 0 0],These skin colors simply do not match .,Here <COMMA> the skin colors show too many disparities .
829_I.jpg,[-3 -1 3 -1 0 -2 1],It would appear that the eyebrows do not match .,These subjects have too different eyelids and eyebrows .
830_I.jpg,[4 2 -1 0 0 -2 0],Evidently <COMMA> the eyebrows and irises show too many differences .,These iris colors and eyebrow distributions fail to match .
831_I.jpg,[6 -3 0 0 3 0 0],Evidently <COMMA> the skin textures and eyebrow distributions are totally different here .,These iris colors and skin textures completely fail to match .
832_I.jpg,[-1 -2 3 0 1 0 0],It would appear that the skin textures and eyebrows do not match .,Here <COMMA> the eyebrows and skin textures do not match .
833_I.jpg,[-1 1 3 1 0 1 -1],These eyebrow shapes do not match .,Evidently <COMMA> the subjects here have clearly different eyebrows and spots .
834_I.jpg,[3 -1 3 0 0 1 0],These spots are not the same .,Evidently <COMMA> the eyebrows and spots show differences here .
835_I.jpg,[-1 0 1 -1 -2 0 -1],Here <COMMA> the skin textures are too different .,These skins have visually different textures .
836_I.jpg,[0 1 0 -1 -3 0 0],Evidently <COMMA> the skin textures here do not look alike .,These skin textures look totally different .
837_I.jpg,[-3 -2 2 1 0 0 0],These subjects do not share the same iris colors .,Evidently <COMMA> the eyebrows and iris colors fail to look alike .
838_I.jpg,[-3 1 -1 0 0 0 0],These eyebrows and spots have nothing in common .,It would appear that the eyebrows look too different .
839_I.jpg,[2 0 -1 1 0 3 1],These iris colors and eyebrows have visual disparities .,These iris colors do not look the same .
840_I.jpg,[6 -3 0 0 2 3 0],The iris colors do not look alike <COMMA> clearly .,These iris colors <COMMA> skin textures and eyebrow distributions look very different .
841_I.jpg,[-1 0 0 -1 -3 0 -1],Here <COMMA> the skin textures and eyelid shapes fail to look alike .,These skins and eyelids do not have anything in common .
842_I.jpg,[0 2 -1 0 -3 -3 1],Clearly <COMMA> the skin textures shown are not shared .,These spots and textures are different .
843_I.jpg,[0 -1 -3 0 0 -3 0],Clearly <COMMA> the subjects shown do not have the same spots .,It would appear that there are many differences in spots .
844_I.jpg,[4 0 1 1 0 -3 0],These eyebrows have great differences .,Clearly <COMMA> the spots are not shared here .
845_I.jpg,[6 -3 -1 0 0 0 0],These iris colors and eyebrows show big differences .,Visually <COMMA> the irises do not match .
846_I.jpg,[2 -1 1 0 2 -2 0],These eyebrows fail to look alike .,It would appear that the eyebrows do not look the same .
847_I.jpg,[3 -1 3 1 3 0 0],These skin textures and eyelid shapes do not look the same .,These skin textures and iris colors seem too be different .
848_I.jpg,[1 0 0 -1 -2 0 0],These iris colors appear to be very different .,Clearly <COMMA> the irises and eyebrows show many differences here .
849_I.jpg,[1 -3 1 1 0 -1 0],These eyebrows look objectively different .,Clearly <COMMA> the subjects shown possess different eyebrow distributions .
850_I.jpg,[6 1 3 0 -2 -3 0],These iris colors are clearly distinct .,These iris colors and eyebrow shapes do not match here .
851_I.jpg,[6 0 1 1 2 1 1],Clearly <COMMA> the eyelids and irises are totally different here .,These iris colors and eyelid shapes completely fail to match .
852_I.jpg,[-5 -1 0 -1 -2 2 0],Clearly <COMMA> the iris colors shown do not match here .,Clearly <COMMA> the eyebrows and irises are not shared .
853_I.jpg,[3 -3 3 1 0 0 0],The iris colors and eyebrow distributions look objectively different here .,These subjects do not share the iris colors .
854_I.jpg,[3 1 1 0 0 1 0],The skins have clearly different spots .,These eyebrows are visually different .
855_I.jpg,[-3 -2 0 -1 2 0 0],Clearly <COMMA> the iris colors and eyebrows are not shared here .,These subjects clearly do not share the same eyebrows and irises .
856_I.jpg,[0 -1 0 1 -2 -2 0],Clearly <COMMA> the eyebrows and skins are visually different .,Here <COMMA> the skins and eyebrows appear to be very different .
857_I.jpg,[-6 0 -1 1 2 3 0],It would appear that these iris colors are different .,These irises are clearly different .
858_I.jpg,[2 0 -3 1 2 3 0],Obviously <COMMA> these skin textures fail to match completely .,These skins have totally different textures .
859_I.jpg,[-6 -2 1 0 0 3 0],The irises and eyebrows shown here are clearly different .,These eyebrows and irises are completely distinct .
860_I.jpg,[0 -1 3 -1 0 3 -1],Visually <COMMA> these eyebrows have nothing in common .,Obviously <COMMA> the eyebrows are too different here .
861_I.jpg,[-6 0 0 0 0 -2 0],Clearly <COMMA> the iris colors are clearly not equal .,Clearly <COMMA> the irises do not share the same color .
862_I.jpg,[1 1 0 0 0 3 0],Clearly <COMMA> the spots are not shared here .,The subjects shown clearly have different eyebrows and skins .
863_I.jpg,[0 2 -1 3 0 0 0],The skin colors shown here are clearly different .,These skins do not share the same color .
864_I.jpg,[5 0 -3 0 2 3 0],The iris colors are clearly different here .,These subjects differ immensely in iris colors and skin textures .
865_I.jpg,[3 2 -2 0 0 -3 -1],Clearly <COMMA> the eyebrows and iris colors do not look the same here .,The subjects shown have completely different eyebrows and iris colors .
866_I.jpg,[-2 1 0 -1 -2 0 0],These iris colors are not equal <COMMA> clearly .,Obviously <COMMA> these iris colors do not match .
867_I.jpg,[0 -1 -1 0 0 -1 -1],The skins have clearly different spots here .,These spots do not match .
868_I.jpg,[-5 1 0 1 2 -1 0],The iris colors here are too different .,These irises and eyebrows show too many differences .
869_I.jpg,[1 0 0 -1 2 -3 1],These skins have clearly different textures and spots .,These skins are visually very different .
870_I.jpg,[-4 0 -3 1 0 -2 0],The iris colors here do not match .,These iris colors are too different .
871_I.jpg,[0 0 1 0 0 2 -1],The eyelids appear to be totally different here .,These eyelids have completely different shapes .
872_I.jpg,[1 -3 -3 1 0 2 0],The eyebrows shown differ in distribution and shape .,These eyebrows clearly do not match .
873_I.jpg,[1 0 -2 -1 0 -2 0],The eyebrow shapes are visually different .,Here <COMMA> the eyebrows seem to be different in shape .
874_I.jpg,[-1 -2 0 0 0 3 -1],The spots here do not match .,The skins shown have different spots .
875_I.jpg,[3 1 2 0 -2 3 1],These eyelids are clearly different .,The irises and eyelids are obviously not equal .
876_I.jpg,[1 3 -3 1 -3 2 -1],It would appear that the skin textures are very different .,These skins have clearly different textures .
877_I.jpg,[3 0 -3 -1 2 -1 1],The iris colors shown seem to be very different .,These iris colors are too different .
878_I.jpg,[0 -1 -3 1 0 -3 0],The eyebrows have clearly different shapes .,The skin colors and eyebrow shapes look different .
879_I.jpg,[3 -1 2 0 0 1 0],The iris colors are not equal here .,These irises fail to match .
880_I.jpg,[1 -1 3 -1 0 3 0],The eyebrows have clearly different shapes here .,These eyebrow shapes and iris colors clearly do not match .
881_I.jpg,[-3 1 0 -1 -2 0 0],The iris colors are clearly different here .,These spots and iris colors are clearly different .
882_I.jpg,[-2 0 3 1 0 -2 0],Here <COMMA> the iris colors do not match .,These iris colors are very different .
883_I.jpg,[0 2 0 -1 0 -3 0],The skins have really different spots .,These skins do not share color and spots .
884_I.jpg,[2 0 -3 0 0 0 -1],The subjects shown are different in eyebrow shapes .,These irises and eyebrows clearly do not match .
885_I.jpg,[5 -2 -1 0 -2 0 1],The irises and eyebrows are both visually different .,These iris colors and eyebrow distributions appear to be different .
886_I.jpg,[0 -2 0 0 0 0 0],Here <COMMA> the eyebrow distributions are not equal .,These eyebrow distributions show many differences .
887_I.jpg,[-3 1 0 1 -2 -1 -1],The iris colors are too different here .,These iris colors are too different .
888_I.jpg,[4 0 -2 1 0 0 1],The iris colors do not match here .,These irises show many differences .
889_I.jpg,[0 -2 -3 0 2 0 1],The subjects shown differ immensely in eyebrow distributions .,These eyebrows definitely show differences .
890_I.jpg,[1 0 1 0 0 2 -1],Clearly <COMMA> the spots are not shared here .,Here <COMMA> the subjects do not share spots .
891_I.jpg,[0 0 -1 0 2 2 1],These skins have different textures and spots .,Clearly <COMMA> the skin textures and eyelid shapes are too different here .
892_I.jpg,[2 1 1 0 0 -1 1],These subjects have contrasting eyelid shapes .,These eyelids do not share the same shapes .
893_I.jpg,[0 -2 0 1 3 0 0],These eyelids and skins present many differences .,Clearly <COMMA> the eyelids and eyebrows here show visual differences .
894_I.jpg,[0 -1 3 0 3 3 0],These eyelids and skins definitely do not match .,There are obvious differences between these skins and eyelids .
895_I.jpg,[-1 1 0 -1 -2 -3 0],Clearly <COMMA> the subjects here do not share the same skin colors and spots .,There are many differences in spots and skin colors .
896_I.jpg,[2 1 3 0 0 -3 -1],The eyebrows and eyelids differ immensely here .,The spots and eyelids shapes are really different here .
897_I.jpg,[2 -2 2 -1 1 -2 1],These eyelids and eyebrows are just so different .,The subjects shown have definitely different eyebrows and eyelids .
898_I.jpg,[-2 0 1 -1 2 -2 0],The iris colors simply do not match .,These iris colors are too different .
899_I.jpg,[-2 0 0 -1 -2 -2 -1],There are big differences between these skin colors .,The skins and eyelids are visually different .
900_I.jpg,[3 0 -3 0 0 2 1],It would appear that the iris colors do not match here .,These iris colors seem to be really different .
901_I.jpg,[3 0 0 0 0 -3 1],The subjects do not share spots and iris colors .,Both the skins and irises present differences .
902_I.jpg,[0 0 0 0 0 3 -1],The spots definitely do not match here .,These iris colors are definitely different .
903_I.jpg,[0 0 -1 0 0 1 -1],The eyelids do not match here .,These subjects have really contrasting eyelids .
904_I.jpg,[0 0 -1 -3 2 -1 1],The skin colors definitely do not match .,Obviously <COMMA> these skins show distinct colors .
905_I.jpg,[-5 2 -2 0 -3 2 -1],These skin textures do not match here .,Both the eyebrows and skin textures look definitely different .
906_I.jpg,[4 1 -1 0 0 3 0],The iris colors show obvious differences here .,These subjects are definitely different in the irises .
907_I.jpg,[-2 1 3 0 0 1 1],The iris colors definitely show differences .,Here <COMMA> the iris colors have clear differences .
908_I.jpg,[-4 0 0 0 0 -1 0],The iris colors are really different .,Both the eyebrows and irises show clear differences .
909_I.jpg,[-1 0 -3 -1 0 0 0],The subjects shown do not have the same eyebrow shapes and skin colors .,The skins and eyebrows are definitely different here .
910_I.jpg,[1 -3 1 -1 3 3 1],The skin textures and colors are totally different .,Both the skins and eyebrows show clear differences .
911_I.jpg,[-2 1 0 -1 0 3 0],The irises shown do not match in color .,Obviously <COMMA> these irises have different colors .
912_I.jpg,[-3 3 0 0 0 -2 1],The subjects here have obviously different eyebrows .,These eyelids and eyebrows are incredibly different .
913_I.jpg,[1 -3 1 0 3 0 0],The skin textures shown definitely do not match .,These eyebrows and skin textures are simply too different .
914_I.jpg,[0 2 -1 0 0 0 1],The eyelids are very different here .,It would appear that the eyelids do not appear to be equal .
915_I.jpg,[0 0 -1 0 0 2 0],These iris colors are totally distinct .,Visually <COMMA> the iris colors look too different .
916_I.jpg,[5 2 -1 1 0 0 0],It would appear that these irises have nothing in common .,The irises <COMMA> eyebrows and skin have nothing in common .
917_I.jpg,[1 -1 -3 1 0 3 0],These eyebrows have clearly different shapes .,The irises and eyebrows show many differences .
918_I.jpg,[1 1 3 0 0 0 0],These eyebrow shapes just do not match .,These eyebrows are very different in shape .
919_I.jpg,[-1 1 0 0 0 -3 0],The eyebrows are visually different here .,The subjects shown do not match in the eyebrows .
920_I.jpg,[0 -2 0 0 3 -2 1],These skin textures are very different .,The skins look nothing alike .
921_I.jpg,[-2 2 0 0 -3 2 0],Both the irises and skins look very different .,The skin textures and iris colors are just so different .
922_I.jpg,[-3 0 2 -3 -2 -1 1],These iris colors <COMMA> eyelid shapes and skin colors have nothing in common .,The subjects here differ in the skins <COMMA> irises and eyelids .
923_I.jpg,[-3 -3 1 0 3 -3 0],These skin textures and eyebrow distributions are too different .,These skins have totally different spots and textures .
924_I.jpg,[-6 0 -1 0 0 -2 0],The iris colors here definitely do not match .,These iris colors are too different .
925_I.jpg,[0 -1 0 1 0 0 -1],The eyelids are a big difference here .,These eyelids look objectively different .
926_I.jpg,[0 1 0 0 0 3 1],The spots just do not match here .,These eyebrows look different .
927_I.jpg,[0 0 3 -1 0 2 0],The iris colors are different .,The irises here seem to be different .
928_I.jpg,[4 1 1 -1 0 1 0],The iris colors just do not seem to match .,These irises are different in color .
929_I.jpg,[0 -2 1 0 0 0 0],The iris do not look equal here .,There are differences in the irises .
930_I.jpg,[0 -2 0 -1 2 2 0],The eyebrows show some differences .,The subjects shown here have visually different eyebrows .
931_I.jpg,[1 1 1 0 2 -3 0],The skins have different textures and spots .,These skin textures and spots do not match .
